SKU,ItemName,Category,Material,Color,WarehouseLocation,Quantity,Supplier,LastUpdated,Description
BED-R-BLK-0008,Vintage Black Rattan Bed,Bed,Rattan,Black,A1-R2,209,ComfortLine,23/12/2024,"Vintage Black Rattan Bed - Rattan Black design, sourced from ComfortLine."
WRD-W-RED-0007,Classic Wood Wardrobe,Wardrobe,Wood,Red,D5-R1,293,ComfortLine,27/01/2025,"Classic Wood Wardrobe - Wood Red design, sourced from ComfortLine."
CAB-R-WHT-0008,Vintage Rattan Cabinet,Cabinet,Rattan,White,D2-R2,84,Classic Interiors,07/10/2025,"Vintage Rattan Cabinet - Rattan White design, sourced from Classic Interiors."
BSF-R-WHT-0007,Modern Rattan Bookshelf,Bookshelf,Rattan,White,A5-R1,257,Urban Living,07/04/2025,"Modern Rattan Bookshelf - Rattan White design, sourced from Urban Living."
DSK-G-NAT-0007,Cozy Glass Desk,Desk,Glass,Natural,A2-R3,495,Urban Living,17/06/2025,"Cozy Glass Desk - Glass Natural design, sourced from Urban Living."
STL-W-RED-0009,Premium Red Wood Stool,Stool,Wood,Red,C2-R3,240,FurniWorld,08/05/2025,"Premium Red Wood Stool - Wood Red design, sourced from FurniWorld."
STL-R-GRY-0012,Deluxe Grey Rattan Stool,Stool,Rattan,Grey,C2-R1,456,EverWood,14/05/2025,"Deluxe Grey Rattan Stool - Rattan Grey design, sourced from EverWood."
TAB-F-GRY-0005,Deluxe Fabric Table,Table,Fabric,Grey,B2-R3,470,Global Furnish,22/06/2025,"Deluxe Fabric Table - Fabric Grey design, sourced from Global Furnish."
SOF-C-RED-0008,Minimal Red Composite Sofa,Sofa,Composite,Red,A1-R3,212,Classic Interiors,04/10/2025,"Minimal Red Composite Sofa - Composite Red design, sourced from Classic Interiors."
CNS-M-NAT-0011,Premium Metal Console,Console,Metal,Natural,D5-R3,332,Global Furnish,10/07/2025,"Premium Metal Console - Metal Natural design, sourced from Global Furnish."
DSK-C-BGE-0010,Deluxe Composite Desk,Desk,Composite,Beige,C1-R2,317,Homedecor Co.,13/03/2025,"Deluxe Composite Desk - Composite Beige design, sourced from Homedecor Co.."
BED-W-WHT-0006,Minimal White Wood Bed,Bed,Wood,White,B1-R1,37,FurniWorld,04/10/2025,"Minimal White Wood Bed - Wood White design, sourced from FurniWorld."
CHR-P-OAK-0006,Elegant Oak Plastic Chair,Chair,Plastic,Oak,A4-R1,497,FurniWorld,30/05/2025,"Elegant Oak Plastic Chair - Plastic Oak design, sourced from FurniWorld."
CAB-R-GRN-0009,Minimal Rattan Cabinet,Cabinet,Rattan,Green,D2-R1,298,Classic Interiors,17/03/2025,"Minimal Rattan Cabinet - Rattan Green design, sourced from Classic Interiors."
WRD-C-RED-0004,Cozy Composite Wardrobe,Wardrobe,Composite,Red,A2-R4,189,Homedecor Co.,27/03/2025,"Cozy Composite Wardrobe - Composite Red design, sourced from Homedecor Co.."
SOF-G-RED-0009,Stylish Red Glass Sofa,Sofa,Glass,Red,A5-R1,197,Classic Interiors,07/08/2025,"Stylish Red Glass Sofa - Glass Red design, sourced from Classic Interiors."
DRS-P-WHT-0009,Deluxe Plastic Dresser,Dresser,Plastic,White,B2-R2,66,EverWood,22/05/2025,"Deluxe Plastic Dresser - Plastic White design, sourced from EverWood."
DRS-F-RED-0005,Cozy Fabric Dresser,Dresser,Fabric,Red,D5-R2,268,Homedecor Co.,02/07/2025,"Cozy Fabric Dresser - Fabric Red design, sourced from Homedecor Co.."
CNS-C-RED-0004,Cozy Composite Console,Console,Composite,Red,D2-R2,318,Classic Interiors,29/03/2025,"Cozy Composite Console - Composite Red design, sourced from Classic Interiors."
BNH-C-GRN-0010,Premium Green Composite Bench,Bench,Composite,Green,B1-R1,358,Classic Interiors,27/12/2024,"Premium Green Composite Bench - Composite Green design, sourced from Classic Interiors."
BNH-P-GRY-0006,Stylish Grey Plastic Bench,Bench,Plastic,Grey,D4-R1,412,FurniWorld,17/02/2025,"Stylish Grey Plastic Bench - Plastic Grey design, sourced from FurniWorld."
CAB-G-OAK-0002,Deluxe Glass Cabinet,Cabinet,Glass,Oak,A4-R2,443,Classic Interiors,23/02/2025,"Deluxe Glass Cabinet - Glass Oak design, sourced from Classic Interiors."
DSK-C-NAT-0006,Elegant Composite Desk,Desk,Composite,Natural,D2-R4,84,EverWood,26/08/2025,"Elegant Composite Desk - Composite Natural design, sourced from EverWood."
CNS-L-BLK-0005,Stylish Leather Console,Console,Leather,Black,C2-R2,53,Nova Supplies,05/01/2025,"Stylish Leather Console - Leather Black design, sourced from Nova Supplies."
CNS-G-WHT-0006,Cozy Glass Console,Console,Glass,White,B5-R1,228,ComfortLine,20/09/2025,"Cozy Glass Console - Glass White design, sourced from ComfortLine."
DSK-G-GRY-0008,Compact Glass Desk,Desk,Glass,Grey,B2-R3,36,ComfortLine,20/01/2025,"Compact Glass Desk - Glass Grey design, sourced from ComfortLine."
BED-W-GRY-0004,Deluxe Grey Wood Bed,Bed,Wood,Grey,D1-R4,168,EverWood,08/10/2025,"Deluxe Grey Wood Bed - Wood Grey design, sourced from EverWood."
BNH-P-BLK-0010,Cozy Black Plastic Bench,Bench,Plastic,Black,C3-R1,184,Homedecor Co.,29/08/2025,"Cozy Black Plastic Bench - Plastic Black design, sourced from Homedecor Co.."
TAB-L-RED-0009,Classic Leather Table,Table,Leather,Red,B1-R2,255,EverWood,05/06/2025,"Classic Leather Table - Leather Red design, sourced from EverWood."
WRD-G-BGE-0004,Cozy Glass Wardrobe,Wardrobe,Glass,Beige,A2-R4,393,Homedecor Co.,14/05/2025,"Cozy Glass Wardrobe - Glass Beige design, sourced from Homedecor Co.."
TAB-F-BRN-0009,Compact Fabric Table,Table,Fabric,Brown,D2-R2,459,Homedecor Co.,12/12/2024,"Compact Fabric Table - Fabric Brown design, sourced from Homedecor Co.."
BSF-M-BLK-0004,Vintage Metal Bookshelf,Bookshelf,Metal,Black,A1-R1,169,Classic Interiors,01/03/2025,"Vintage Metal Bookshelf - Metal Black design, sourced from Classic Interiors."
BSF-M-WHT-0010,Minimal Metal Bookshelf,Bookshelf,Metal,White,C5-R4,324,Urban Living,12/11/2024,"Minimal Metal Bookshelf - Metal White design, sourced from Urban Living."
DRS-R-BLU-0006,Elegant Rattan Dresser,Dresser,Rattan,Blue,B1-R3,202,ComfortLine,31/05/2025,"Elegant Rattan Dresser - Rattan Blue design, sourced from ComfortLine."
BED-W-BLK-0004,Premium Black Wood Bed,Bed,Wood,Black,B1-R1,342,Global Furnish,27/07/2025,"Premium Black Wood Bed - Wood Black design, sourced from Global Furnish."
STL-C-WHT-0005,Classic White Composite Stool,Stool,Composite,White,C5-R1,166,ComfortLine,05/01/2025,"Classic White Composite Stool - Composite White design, sourced from ComfortLine."
BED-W-OAK-0006,Deluxe Oak Wood Bed,Bed,Wood,Oak,B4-R1,334,Global Furnish,12/09/2025,"Deluxe Oak Wood Bed - Wood Oak design, sourced from Global Furnish."
BNH-P-OAK-0009,Premium Oak Plastic Bench,Bench,Plastic,Oak,D4-R2,497,EverWood,11/08/2025,"Premium Oak Plastic Bench - Plastic Oak design, sourced from EverWood."
WRD-R-GRY-0006,Minimal Rattan Wardrobe,Wardrobe,Rattan,Grey,B4-R4,3,Urban Living,02/03/2025,"Minimal Rattan Wardrobe - Rattan Grey design, sourced from Urban Living."
DRS-W-BRN-0013,Cozy Wood Dresser,Dresser,Wood,Brown,B3-R2,340,EverWood,12/02/2025,"Cozy Wood Dresser - Wood Brown design, sourced from EverWood."
DSK-L-GRN-0007,Classic Leather Desk,Desk,Leather,Green,C1-R2,345,FurniWorld,05/02/2025,"Classic Leather Desk - Leather Green design, sourced from FurniWorld."
CHR-G-BLK-0006,Modern Black Glass Chair,Chair,Glass,Black,A1-R4,480,Classic Interiors,25/09/2025,"Modern Black Glass Chair - Glass Black design, sourced from Classic Interiors."
WRD-P-GRN-0006,Elegant Plastic Wardrobe,Wardrobe,Plastic,Green,A1-R3,244,Nova Supplies,17/01/2025,"Elegant Plastic Wardrobe - Plastic Green design, sourced from Nova Supplies."
TAB-R-OAK-0007,Premium Rattan Table,Table,Rattan,Oak,C4-R2,219,FurniWorld,27/12/2024,"Premium Rattan Table - Rattan Oak design, sourced from FurniWorld."
BSF-P-GRN-0003,Stylish Plastic Bookshelf,Bookshelf,Plastic,Green,A1-R2,495,FurniWorld,23/05/2025,"Stylish Plastic Bookshelf - Plastic Green design, sourced from FurniWorld."
SOF-R-GRY-0006,Deluxe Grey Rattan Sofa,Sofa,Rattan,Grey,A1-R1,393,FurniWorld,09/11/2025,"Deluxe Grey Rattan Sofa - Rattan Grey design, sourced from FurniWorld."
CHR-P-BRN-0007,Premium Brown Plastic Chair,Chair,Plastic,Brown,C5-R3,193,Global Furnish,18/03/2025,"Premium Brown Plastic Chair - Plastic Brown design, sourced from Global Furnish."
DSK-P-BLU-0010,Premium Plastic Desk,Desk,Plastic,Blue,C5-R3,451,Classic Interiors,30/08/2025,"Premium Plastic Desk - Plastic Blue design, sourced from Classic Interiors."
BNH-C-GRN-0011,Deluxe Green Composite Bench,Bench,Composite,Green,A3-R3,391,Homedecor Co.,21/05/2025,"Deluxe Green Composite Bench - Composite Green design, sourced from Homedecor Co.."
SOF-P-BGE-0006,Premium Beige Plastic Sofa,Sofa,Plastic,Beige,D5-R3,10,Urban Living,09/07/2025,"Premium Beige Plastic Sofa - Plastic Beige design, sourced from Urban Living."
BED-L-NAT-0006,Deluxe Natural Leather Bed,Bed,Leather,Natural,C4-R3,389,Urban Living,10/09/2025,"Deluxe Natural Leather Bed - Leather Natural design, sourced from Urban Living."
CAB-C-RED-0011,Stylish Composite Cabinet,Cabinet,Composite,Red,A4-R1,428,EverWood,22/05/2025,"Stylish Composite Cabinet - Composite Red design, sourced from EverWood."
BED-C-GRY-0006,Classic Grey Composite Bed,Bed,Composite,Grey,C1-R2,104,Global Furnish,17/08/2025,"Classic Grey Composite Bed - Composite Grey design, sourced from Global Furnish."
STL-L-GRN-0008,Minimal Green Leather Stool,Stool,Leather,Green,A3-R1,325,EverWood,25/08/2025,"Minimal Green Leather Stool - Leather Green design, sourced from EverWood."
BNH-M-RED-0006,Vintage Red Metal Bench,Bench,Metal,Red,C3-R1,57,Nova Supplies,12/10/2025,"Vintage Red Metal Bench - Metal Red design, sourced from Nova Supplies."
DRS-W-RED-0002,Stylish Wood Dresser,Dresser,Wood,Red,C3-R3,62,EverWood,04/01/2025,"Stylish Wood Dresser - Wood Red design, sourced from EverWood."
SOF-M-BLU-0008,Cozy Blue Metal Sofa,Sofa,Metal,Blue,A2-R4,169,Homedecor Co.,25/06/2025,"Cozy Blue Metal Sofa - Metal Blue design, sourced from Homedecor Co.."
TAB-W-GRN-0013,Vintage Wood Table,Table,Wood,Green,D1-R1,226,EverWood,29/11/2024,"Vintage Wood Table - Wood Green design, sourced from EverWood."
BED-W-NAT-0012,Vintage Natural Wood Bed,Bed,Wood,Natural,B5-R1,211,ComfortLine,24/10/2025,"Vintage Natural Wood Bed - Wood Natural design, sourced from ComfortLine."
BNH-P-RED-0005,Minimal Red Plastic Bench,Bench,Plastic,Red,C5-R4,138,EverWood,05/10/2025,"Minimal Red Plastic Bench - Plastic Red design, sourced from EverWood."
CHR-F-NAT-0009,Minimal Natural Fabric Chair,Chair,Fabric,Natural,B3-R1,9,ComfortLine,05/02/2025,"Minimal Natural Fabric Chair - Fabric Natural design, sourced from ComfortLine."
STL-R-GRN-0004,Cozy Green Rattan Stool,Stool,Rattan,Green,D4-R1,276,Urban Living,01/07/2025,"Cozy Green Rattan Stool - Rattan Green design, sourced from Urban Living."
BED-C-BRN-0010,Vintage Brown Composite Bed,Bed,Composite,Brown,C3-R4,271,EverWood,07/02/2025,"Vintage Brown Composite Bed - Composite Brown design, sourced from EverWood."
WRD-P-WHT-0013,Cozy Plastic Wardrobe,Wardrobe,Plastic,White,B4-R1,471,Urban Living,18/11/2024,"Cozy Plastic Wardrobe - Plastic White design, sourced from Urban Living."
BED-L-RED-0007,Vintage Red Leather Bed,Bed,Leather,Red,C5-R1,33,Nova Supplies,01/07/2025,"Vintage Red Leather Bed - Leather Red design, sourced from Nova Supplies."
DRS-G-NAT-0008,Premium Glass Dresser,Dresser,Glass,Natural,A1-R3,59,Classic Interiors,22/07/2025,"Premium Glass Dresser - Glass Natural design, sourced from Classic Interiors."
BSF-C-WHT-0006,Modern Composite Bookshelf,Bookshelf,Composite,White,A3-R1,427,Nova Supplies,28/04/2025,"Modern Composite Bookshelf - Composite White design, sourced from Nova Supplies."
DRS-W-OAK-0012,Classic Wood Dresser,Dresser,Wood,Oak,D3-R1,81,Urban Living,12/06/2025,"Classic Wood Dresser - Wood Oak design, sourced from Urban Living."
BSF-R-NAT-0011,Modern Rattan Bookshelf,Bookshelf,Rattan,Natural,B3-R3,230,FurniWorld,08/04/2025,"Modern Rattan Bookshelf - Rattan Natural design, sourced from FurniWorld."
DSK-L-NAT-0003,Deluxe Leather Desk,Desk,Leather,Natural,B1-R2,339,Classic Interiors,06/12/2024,"Deluxe Leather Desk - Leather Natural design, sourced from Classic Interiors."
TAB-G-NAT-0007,Stylish Glass Table,Table,Glass,Natural,B3-R3,240,FurniWorld,18/07/2025,"Stylish Glass Table - Glass Natural design, sourced from FurniWorld."
TAB-W-BRN-0006,Modern Wood Table,Table,Wood,Brown,D2-R2,372,FurniWorld,11/11/2024,"Modern Wood Table - Wood Brown design, sourced from FurniWorld."
BED-P-NAT-0014,Classic Natural Plastic Bed,Bed,Plastic,Natural,A1-R4,141,ComfortLine,09/01/2025,"Classic Natural Plastic Bed - Plastic Natural design, sourced from ComfortLine."
SOF-R-BLU-0012,Deluxe Blue Rattan Sofa,Sofa,Rattan,Blue,B5-R1,306,Global Furnish,10/10/2025,"Deluxe Blue Rattan Sofa - Rattan Blue design, sourced from Global Furnish."
DSK-W-BRN-0010,Modern Wood Desk,Desk,Wood,Brown,D5-R2,389,Classic Interiors,29/12/2024,"Modern Wood Desk - Wood Brown design, sourced from Classic Interiors."
CAB-F-GRN-0011,Minimal Fabric Cabinet,Cabinet,Fabric,Green,D4-R1,453,FurniWorld,14/11/2024,"Minimal Fabric Cabinet - Fabric Green design, sourced from FurniWorld."
WRD-W-NAT-0008,Elegant Wood Wardrobe,Wardrobe,Wood,Natural,C4-R4,404,Homedecor Co.,30/10/2025,"Elegant Wood Wardrobe - Wood Natural design, sourced from Homedecor Co.."
BNH-P-RED-0006,Stylish Red Plastic Bench,Bench,Plastic,Red,D2-R3,37,Global Furnish,05/06/2025,"Stylish Red Plastic Bench - Plastic Red design, sourced from Global Furnish."
TAB-P-BLU-0006,Stylish Plastic Table,Table,Plastic,Blue,A4-R1,52,ComfortLine,16/03/2025,"Stylish Plastic Table - Plastic Blue design, sourced from ComfortLine."
WRD-F-NAT-0008,Deluxe Fabric Wardrobe,Wardrobe,Fabric,Natural,B1-R1,496,Homedecor Co.,14/04/2025,"Deluxe Fabric Wardrobe - Fabric Natural design, sourced from Homedecor Co.."
DRS-L-BGE-0010,Classic Leather Dresser,Dresser,Leather,Beige,C1-R4,379,Nova Supplies,30/01/2025,"Classic Leather Dresser - Leather Beige design, sourced from Nova Supplies."
CHR-R-RED-0008,Deluxe Red Rattan Chair,Chair,Rattan,Red,D5-R4,331,ComfortLine,06/03/2025,"Deluxe Red Rattan Chair - Rattan Red design, sourced from ComfortLine."
CNS-G-GRN-0005,Elegant Glass Console,Console,Glass,Green,B5-R1,3,Homedecor Co.,14/07/2025,"Elegant Glass Console - Glass Green design, sourced from Homedecor Co.."
SOF-M-BLK-0009,Premium Black Metal Sofa,Sofa,Metal,Black,A3-R1,382,EverWood,23/09/2025,"Premium Black Metal Sofa - Metal Black design, sourced from EverWood."
DRS-G-NAT-0009,Minimal Glass Dresser,Dresser,Glass,Natural,D5-R2,222,Urban Living,24/08/2025,"Minimal Glass Dresser - Glass Natural design, sourced from Urban Living."
WRD-R-NAT-0008,Deluxe Rattan Wardrobe,Wardrobe,Rattan,Natural,C5-R4,214,Global Furnish,14/12/2024,"Deluxe Rattan Wardrobe - Rattan Natural design, sourced from Global Furnish."
TAB-R-NAT-0007,Premium Rattan Table,Table,Rattan,Natural,D2-R1,477,Classic Interiors,09/08/2025,"Premium Rattan Table - Rattan Natural design, sourced from Classic Interiors."
DSK-W-NAT-0010,Vintage Wood Desk,Desk,Wood,Natural,A2-R1,42,Homedecor Co.,01/09/2025,"Vintage Wood Desk - Wood Natural design, sourced from Homedecor Co.."
BSF-M-GRY-0010,Deluxe Metal Bookshelf,Bookshelf,Metal,Grey,D5-R4,427,Urban Living,27/08/2025,"Deluxe Metal Bookshelf - Metal Grey design, sourced from Urban Living."
DRS-C-GRN-0009,Classic Composite Dresser,Dresser,Composite,Green,D3-R1,167,Global Furnish,27/11/2024,"Classic Composite Dresser - Composite Green design, sourced from Global Furnish."
CHR-P-BGE-0012,Elegant Beige Plastic Chair,Chair,Plastic,Beige,B3-R3,315,Nova Supplies,04/05/2025,"Elegant Beige Plastic Chair - Plastic Beige design, sourced from Nova Supplies."
CAB-M-OAK-0011,Deluxe Metal Cabinet,Cabinet,Metal,Oak,D3-R1,403,Urban Living,24/09/2025,"Deluxe Metal Cabinet - Metal Oak design, sourced from Urban Living."
BED-L-BLK-0005,Modern Black Leather Bed,Bed,Leather,Black,C1-R1,331,Nova Supplies,10/03/2025,"Modern Black Leather Bed - Leather Black design, sourced from Nova Supplies."
BSF-R-BLK-0005,Premium Rattan Bookshelf,Bookshelf,Rattan,Black,A4-R2,107,Nova Supplies,05/05/2025,"Premium Rattan Bookshelf - Rattan Black design, sourced from Nova Supplies."
BED-F-GRY-0004,Cozy Grey Fabric Bed,Bed,Fabric,Grey,C2-R3,7,Classic Interiors,01/01/2025,"Cozy Grey Fabric Bed - Fabric Grey design, sourced from Classic Interiors."
DRS-M-BLK-0013,Cozy Metal Dresser,Dresser,Metal,Black,C1-R1,459,Urban Living,30/05/2025,"Cozy Metal Dresser - Metal Black design, sourced from Urban Living."
CHR-M-WHT-0015,Deluxe White Metal Chair,Chair,Metal,White,B3-R3,128,Urban Living,21/09/2025,"Deluxe White Metal Chair - Metal White design, sourced from Urban Living."
CNS-M-NAT-0012,Premium Metal Console,Console,Metal,Natural,D1-R2,405,EverWood,27/05/2025,"Premium Metal Console - Metal Natural design, sourced from EverWood."
BSF-F-BGE-0008,Classic Fabric Bookshelf,Bookshelf,Fabric,Beige,D1-R3,101,Classic Interiors,02/05/2025,"Classic Fabric Bookshelf - Fabric Beige design, sourced from Classic Interiors."
SOF-L-BLU-0006,Deluxe Blue Leather Sofa,Sofa,Leather,Blue,C1-R2,394,Nova Supplies,15/02/2025,"Deluxe Blue Leather Sofa - Leather Blue design, sourced from Nova Supplies."
SOF-R-BGE-0005,Elegant Beige Rattan Sofa,Sofa,Rattan,Beige,D5-R3,456,Global Furnish,19/10/2025,"Elegant Beige Rattan Sofa - Rattan Beige design, sourced from Global Furnish."
DRS-F-BGE-0010,Stylish Fabric Dresser,Dresser,Fabric,Beige,B1-R4,187,Nova Supplies,15/02/2025,"Stylish Fabric Dresser - Fabric Beige design, sourced from Nova Supplies."
DRS-F-NAT-0007,Compact Fabric Dresser,Dresser,Fabric,Natural,C5-R2,11,EverWood,21/08/2025,"Compact Fabric Dresser - Fabric Natural design, sourced from EverWood."
WRD-G-BGE-0005,Cozy Glass Wardrobe,Wardrobe,Glass,Beige,B2-R4,194,Homedecor Co.,14/02/2025,"Cozy Glass Wardrobe - Glass Beige design, sourced from Homedecor Co.."
SOF-G-BRN-0004,Minimal Brown Glass Sofa,Sofa,Glass,Brown,A5-R2,423,Urban Living,09/04/2025,"Minimal Brown Glass Sofa - Glass Brown design, sourced from Urban Living."
CHR-M-BLK-0010,Stylish Black Metal Chair,Chair,Metal,Black,C5-R3,191,Homedecor Co.,08/10/2025,"Stylish Black Metal Chair - Metal Black design, sourced from Homedecor Co.."
TAB-G-GRY-0009,Elegant Glass Table,Table,Glass,Grey,C5-R2,382,Homedecor Co.,22/07/2025,"Elegant Glass Table - Glass Grey design, sourced from Homedecor Co.."
CAB-W-OAK-0005,Cozy Wood Cabinet,Cabinet,Wood,Oak,D1-R2,473,Nova Supplies,29/04/2025,"Cozy Wood Cabinet - Wood Oak design, sourced from Nova Supplies."
CNS-P-GRY-0015,Cozy Plastic Console,Console,Plastic,Grey,A3-R4,121,ComfortLine,11/01/2025,"Cozy Plastic Console - Plastic Grey design, sourced from ComfortLine."
BNH-C-RED-0009,Minimal Red Composite Bench,Bench,Composite,Red,A1-R4,441,Nova Supplies,05/07/2025,"Minimal Red Composite Bench - Composite Red design, sourced from Nova Supplies."
STL-F-BGE-0007,Vintage Beige Fabric Stool,Stool,Fabric,Beige,D3-R3,378,FurniWorld,11/08/2025,"Vintage Beige Fabric Stool - Fabric Beige design, sourced from FurniWorld."
CNS-F-GRY-0010,Vintage Fabric Console,Console,Fabric,Grey,C3-R2,410,Nova Supplies,23/03/2025,"Vintage Fabric Console - Fabric Grey design, sourced from Nova Supplies."
CNS-G-GRY-0006,Cozy Glass Console,Console,Glass,Grey,C3-R2,138,Global Furnish,23/05/2025,"Cozy Glass Console - Glass Grey design, sourced from Global Furnish."
TAB-F-BRN-0010,Stylish Fabric Table,Table,Fabric,Brown,A5-R4,480,Urban Living,23/08/2025,"Stylish Fabric Table - Fabric Brown design, sourced from Urban Living."
SOF-M-OAK-0009,Stylish Oak Metal Sofa,Sofa,Metal,Oak,B4-R1,346,Global Furnish,03/09/2025,"Stylish Oak Metal Sofa - Metal Oak design, sourced from Global Furnish."
BNH-P-BLK-0011,Compact Black Plastic Bench,Bench,Plastic,Black,D2-R3,29,ComfortLine,02/10/2025,"Compact Black Plastic Bench - Plastic Black design, sourced from ComfortLine."
STL-P-RED-0004,Stylish Red Plastic Stool,Stool,Plastic,Red,D4-R1,303,Classic Interiors,04/01/2025,"Stylish Red Plastic Stool - Plastic Red design, sourced from Classic Interiors."
BNH-R-BRN-0011,Modern Brown Rattan Bench,Bench,Rattan,Brown,A2-R1,486,EverWood,08/12/2024,"Modern Brown Rattan Bench - Rattan Brown design, sourced from EverWood."
STL-M-BGE-0006,Elegant Beige Metal Stool,Stool,Metal,Beige,D5-R3,72,FurniWorld,28/04/2025,"Elegant Beige Metal Stool - Metal Beige design, sourced from FurniWorld."
CHR-P-RED-0003,Deluxe Red Plastic Chair,Chair,Plastic,Red,B1-R4,248,Nova Supplies,16/11/2024,"Deluxe Red Plastic Chair - Plastic Red design, sourced from Nova Supplies."
